"age","sexe","filiere","domicile","revenus","situation","etudes","fruits","malbouffe","exercice","imc"
22,"Femme","Scientifique","Collocation","Remuneration","Difficile","Autre",4,10.3,30,34.5
.,"Femme","Scientifique",.,"Famille",.,.,.,5.8,31,.
22,"Femme","Scientifique","SeulAppartement","Famille","Confortable","Autre",4,11,31,25.5
22,"Homme","Scientifique","SeulAppartement","Multi-sources","Correcte","Autre",3,11.4,31,25.6
22,"Femme","Litteraire","Collocation","Remuneration","Difficile","Autre",4,11.1,31,30
22,"Homme","Autre","ResidenceU","Remuneration","Difficile","Autre",3,13.1,31,26.1
22,"Femme","Autre","Collocation","Multi-sources","Correcte","Au moins 1 etudes sup",5,7.7,32,22.9
22,"Femme","Litteraire","SeulAppartement","Remuneration","Correcte","Au moins 1 etudes sup",3,11.5,32,22.4
22,"Femme","Scientifique","Autre","Multi-sources","Correcte","Autre",4,11.1,32,24.5
22,"Femme","SciencePo","SeulAppartement","Multi-sources","Correcte","Autre",4,10.1,32,25.4
22,"Femme","Scientifique","ResidenceU","Remuneration","Correcte","Autre",4,11.3,32,27.3
22,"Femme","Scientifique","SeulAppartement","Remuneration","Correcte","Autre",4,10.8,32,31.6
22,"Homme","Scientifique","ResidenceU","Remuneration","Difficile","Autre",2,15,32,30.4
22,"Femme","SciencePo","Familial","Famille","Correcte","Au moins 1 etudes sup",6,7.3,33,29.7
22,"Femme","Scientifique","Familial","Famille","Correcte","Autre",6,6.6,33,25.7
22,"Homme","Scientifique","Autre","Multi-sources","Correcte","Autre",4,10.7,33,30.1
22,"Homme","Litteraire","ResidenceU","Multi-sources","Correcte","Autre",2,13.7,33,25.3
22,"Homme","Litteraire","SeulAppartement","Remuneration","Correcte","Autre",2,13.8,33,29.4
22,"Femme","SciencePo","SeulAppartement","Famille","Correcte","Autre",5,8.3,34,32.2
22,"Femme","Autre","Collocation","Multi-sources","Correcte","Autre",6,7,34,25.4
.,"Homme","Litteraire",.,"Multi-sources",.,.,.,11.9,34,.
.,"Homme","Scientifique",.,"Remuneration",.,.,.,13,34,.
.,"Homme","SciencePo",.,"Remuneration",.,.,.,10.5,34,.
22,"Femme","Scientifique","SeulAppartement","Remuneration","Correcte","Autre",4,10.7,34,28.5
22,"Femme","Scientifique","Autre","Remuneration","Difficile","Autre",3,11.6,34,26.8
22,"Homme","Litteraire","Autre","Famille","Confortable","Au moins 1 etudes sup",3,12.6,35,32.3
22,"Homme","Litteraire","SeulAppartement","Remuneration","Correcte","Au moins 1 etudes sup",3,13.2,35,32.5
22,"Femme","Litteraire","Collocation","Famille","Correcte","Autre",4,10.3,35,31.2
22,"Femme","Scientifique","Familial","Famille","Correcte","Autre",6,6.8,35,26.6
.,"Homme","Scientifique",.,"Multi-sources",.,.,.,12.4,35,.
22,"Femme","Scientifique","ResidenceU","Multi-sources","Correcte","Autre",3,12,35,19.7
.,"Homme","Scientifique",.,"Remuneration",.,.,.,12.5,35,.
22,"Femme","Autre","Collocation","Remuneration","Correcte","Autre",4,9.6,35,35.1
22,"Femme","Litteraire","Autre","Remuneration","Difficile","Autre",3,12.1,35,27.5
.,"Femme","Scientifique",.,"Remuneration",.,.,.,12.4,35,.
22,"Femme","Scientifique","ResidenceU","Remuneration","Difficile","Autre",3,12.1,35,30.1
22,"Femme","Scientifique","Collocation","Remuneration","Confortable","Au moins 1 etudes sup",4,9.4,36,29.3
22,"Homme","Autre","Familial","Famille","Correcte","Autre",5,8.7,36,26.9
22,"Femme","SciencePo","SeulAppartement","Famille","Correcte","Autre",4,10.1,36,28.2
22,"Homme","Scientifique","SeulAppartement","Multi-sources","Correcte","Autre",3,11.5,36,25.6
.,"Homme","Litteraire",.,"Remuneration",.,.,.,14,36,.
22,"Homme","Scientifique","SeulAppartement","Remuneration","Difficile","Autre",3,13,36,29.4
22,"Homme","Autre","SeulAppartement","Famille","Confortable","Au moins 1 etudes sup",4,11,37,23.8
22,"Femme","Litteraire","SeulAppartement","Multi-sources","Correcte","Au moins 1 etudes sup",5,8.4,37,28.7
22,"Femme","Scientifique","Collocation","Famille","Correcte","Autre",3,11.8,37,30.8
22,"Femme","Scientifique","Familial","Famille","Correcte","Autre",5,7.9,37,27
22,"Femme","Litteraire","SeulAppartement","Famille","Correcte","Autre",4,10.9,37,24.3
22,"Femme","Scientifique","Collocation","Multi-sources","Correcte","Autre",4,10.5,37,24.4
.,"Homme","Scientifique",.,"Remuneration",.,.,.,12.3,37,.
22,"Femme","SciencePo","SeulAppartement","Remuneration","Difficile","Autre",3,11.7,37,30.4
22,"Femme","SciencePo","Collocation","Famille","Confortable","Au moins 1 etudes sup",4,10.4,38,28.9
22,"Femme","Scientifique","Familial","Famille","Confortable","Au moins 1 etudes sup",5,7.4,38,27.7
22,"Femme","Scientifique","SeulAppartement","Famille","Confortable","Au moins 1 etudes sup",4,9.5,38,28.3
22,"Femme","Scientifique","Autre","Multi-sources","Correcte","Au moins 1 etudes sup",5,8.4,38,26.3
22,"Homme","Scientifique","SeulAppartement","Multi-sources","Correcte","Au moins 1 etudes sup",4,9.9,38,28.2
22,"Homme","Litteraire","ResidenceU","Remuneration","Difficile","Autre",2,15,38,32.6
22,"Femme","Scientifique","SeulAppartement","Famille","Correcte","Autre",4,10.6,39,22.3
22,"Homme","Scientifique","Familial","Multi-sources","Correcte","Autre",5,7.8,39,33
22,"Femme","Scientifique","ResidenceU","Multi-sources","Correcte","Autre",3,12.3,39,24.5
22,"Homme","Scientifique","ResidenceU","Multi-sources","Correcte","Autre",1,15.6,39,28.2
22,"Femme","Litteraire","ResidenceU","Remuneration","Correcte","Autre",2,14.6,39,32.7
22,"Femme","Litteraire","ResidenceU","Remuneration","Correcte","Autre",3,12.5,39,36.9
22,"Homme","Scientifique","ResidenceU","Remuneration","Difficile","Autre",3,12.9,39,29.6
.,"Femme","SciencePo",.,"Remuneration",.,.,.,11.1,39,.
22,"Femme","Scientifique","Familial","Famille","Confortable","Au moins 1 etudes sup",6,6.4,40,34.3
22,"Femme","Scientifique","Collocation","Famille","Confortable","Au moins 1 etudes sup",3,11.5,40,27.3
22,"Femme","Scientifique","SeulAppartement","Famille","Correcte","Au moins 1 etudes sup",5,9.1,40,26
22,"Homme","Scientifique","Familial","Famille","Correcte","Autre",6,7.3,40,23.1
.,"Femme","Scientifique",.,"Multi-sources",.,.,.,8.4,40,.
22,"Homme","Litteraire","SeulAppartement","Multi-sources","Correcte","Autre",3,12.2,40,25.7
22,"Femme","SciencePo","Collocation","Remuneration","Correcte","Autre",4,10.9,40,27
22,"Femme","Scientifique","Collocation","Remuneration","Difficile","Autre",3,11.6,40,25.9
22,"Homme","Scientifique","Collocation","Remuneration","Difficile","Autre",3,12.4,40,34.9
22,"Femme","Autre","Familial","Famille","Confortable","Au moins 1 etudes sup",5,7.4,41,27.6
.,"Femme","Autre",.,"Famille",.,.,.,9.8,41,.
22,"Femme","Scientifique","Collocation","Multi-sources","Correcte","Autre",5,8.8,41,26.9
22,"Femme","Autre","Collocation","Remuneration","Correcte","Autre",4,9.3,41,25
22,"Femme","Scientifique","SeulAppartement","Remuneration","Difficile","Autre",4,11.2,41,26.2
22,"Femme","Scientifique","Collocation","Famille","Confortable","Au moins 1 etudes sup",5,7.8,42,23.9
22,"Homme","Litteraire","Familial","Famille","Confortable","Au moins 1 etudes sup",4,10.1,42,28.8
22,"Homme","Scientifique","Familial","Famille","Confortable","Autre",5,8.2,42,29.5
.,"Femme","Litteraire",.,"Famille",.,.,.,9.2,42,.
22,"Femme","Litteraire","Collocation","Famille","Correcte","Autre",4,11.3,42,24.4
22,"Femme","Autre","Collocation","Remuneration","Difficile","Au moins 1 etudes sup",4,9.8,43,27.4
22,"Homme","SciencePo","Collocation","Famille","Confortable","Au moins 1 etudes sup",4,10.8,43,28.4
.,"Homme","Litteraire",.,"Remuneration",.,.,.,14.3,43,.
.,"Homme","Litteraire",.,"Famille",.,.,.,14.4,43,.
.,"Homme","Litteraire",.,"Remuneration",.,.,.,12.7,43,.
22,"Femme","Scientifique","SeulAppartement","Famille","Confortable","Au moins 1 etudes sup",5,7.7,44,26.1
22,"Femme","Autre","ResidenceU","Multi-sources","Correcte","Au moins 1 etudes sup",4,10.1,44,22.5
.,"Femme","Autre",.,"Remuneration",.,.,.,8.9,44,.
22,"Femme","Scientifique","Collocation","Remuneration","Correcte","Au moins 1 etudes sup",5,7.8,44,24.9
22,"Femme","Scientifique","SeulAppartement","Remuneration","Correcte","Au moins 1 etudes sup",5,8.4,44,26.9
22,"Femme","SciencePo","Familial","Famille","Correcte","Autre",7,5,44,30.5
22,"Femme","Litteraire","SeulAppartement","Famille","Correcte","Autre",4,10.6,44,23.6
22,"Femme","Litteraire","Collocation","Multi-sources","Correcte","Autre",4,9.4,44,27.4
.,"Femme","Scientifique",.,"Remuneration",.,.,.,12.8,44,.
22,"Femme","SciencePo","Collocation","Remuneration","Difficile","Autre",4,10.3,44,28.8
.,"Femme","Autre",.,"Remuneration",.,.,.,9.8,44,.
22,"Femme","Scientifique","SeulAppartement","Remuneration","Correcte","Au moins 1 etudes sup",4,9.7,45,28.7
22,"Femme","Litteraire","Collocation","Famille","Correcte","Autre",4,11.1,45,31.5
22,"Femme","Litteraire","Autre","Multi-sources","Correcte","Autre",3,11.7,45,22.8
22,"Femme","Scientifique","Familial","Multi-sources","Correcte","Autre",6,5.4,45,27.5
.,"Femme","Scientifique",.,"Remuneration",.,.,.,10.8,45,.
.,"Femme","Autre",.,"Remuneration",.,.,.,10,45,.
22,"Femme","Scientifique","SeulAppartement","Famille","Confortable","Au moins 1 etudes sup",6,6.4,46,28.7
22,"Femme","Scientifique","ResidenceU","Remuneration","Correcte","Au moins 1 etudes sup",4,10.1,46,34
.,"Femme","Autre",.,"Famille",.,.,.,10.5,46,.
22,"Homme","Scientifique","SeulAppartement","Remuneration","Correcte","Autre",3,12.6,46,27.2
22,"Homme","SciencePo","Collocation","Remuneration","Difficile","Autre",3,13.2,46,28.4
.,"Femme","SciencePo",.,"Remuneration",.,.,.,9.3,47,.
22,"Femme","Scientifique","Collocation","Famille","Correcte","Au moins 1 etudes sup",5,7.8,47,28.8
22,"Femme","Litteraire","Collocation","Remuneration","Difficile","Autre",4,11.3,47,31
22,"Femme","Scientifique","Familial","Multi-sources","Correcte","Au moins 1 etudes sup",6,6.4,48,23.6
22,"Femme","Litteraire","SeulAppartement","Multi-sources","Correcte","Autre",4,10,48,27.1
22,"Femme","Scientifique","Collocation","Remuneration","Difficile","Autre",3,11.6,48,28.9
22,"Femme","Scientifique","ResidenceU","Remuneration","Difficile","Autre",3,11.8,48,26.3
22,"Femme","Autre","Familial","Famille","Confortable","Au moins 1 etudes sup",7,4.3,49,24.7
22,"Femme","Scientifique","Familial","Famille","Confortable","Au moins 1 etudes sup",6,7.2,49,25.9
22,"Femme","Litteraire","SeulAppartement","Famille","Confortable","Au moins 1 etudes sup",4,9.7,49,21
22,"Homme","Litteraire","Collocation","Multi-sources","Correcte","Au moins 1 etudes sup",3,13,49,31.1
22,"Femme","SciencePo","Autre","Remuneration","Correcte","Au moins 1 etudes sup",4,9.3,49,22.3
22,"Femme","SciencePo","Collocation","Famille","Correcte","Autre",4,10.9,49,24.4
.,"Femme","Scientifique",.,"Multi-sources",.,.,.,7.2,49,.
22,"Homme","Litteraire","ResidenceU","Remuneration","Difficile","Autre",1,16.3,49,28
22,"Femme","Autre","Familial","Famille","Confortable","Au moins 1 etudes sup",6,6.3,50,25.7
22,"Femme","Scientifique","SeulAppartement","Famille","Correcte","Au moins 1 etudes sup",5,9.2,50,22.7
22,"Femme","Litteraire","Familial","Multi-sources","Correcte","Autre",5,8.9,50,25.7
22,"Homme","Scientifique","ResidenceU","Multi-sources","Correcte","Autre",2,14.2,50,26.3
22,"Femme","Litteraire","SeulAppartement","Multi-sources","Correcte","Autre",3,11.8,50,26.5
.,"Femme","Scientifique",.,"Remuneration",.,.,.,11.7,50,.
22,"Femme","Litteraire","SeulAppartement","Remuneration","Correcte","Autre",4,10.5,50,26.9
22,"Homme","Scientifique","SeulAppartement","Remuneration","Difficile","Autre",3,12.9,50,24.2
.,"Homme","Scientifique",.,"Famille",.,.,.,7.7,51,.
22,"Femme","Scientifique","ResidenceU","Multi-sources","Correcte","Au moins 1 etudes sup",4,10.6,51,23.7
.,"Homme","Scientifique",.,"Remuneration",.,.,.,10.8,51,.
22,"Homme","Scientifique","ResidenceU","Remuneration","Correcte","Au moins 1 etudes sup",3,11.5,51,26.7
22,"Femme","Litteraire","SeulAppartement","Remuneration","Correcte","Autre",3,12.1,51,27.1
22,"Femme","Litteraire","SeulAppartement","Remuneration","Difficile","Autre",2,13.9,51,26.2
22,"Femme","Autre","SeulAppartement","Remuneration","Difficile","Autre",4,11.3,51,30.2
.,"Homme","Litteraire",.,"Famille",.,.,.,13,52,.
.,"Femme","Litteraire",.,"Famille",.,.,.,9.6,52,.
22,"Femme","Litteraire","ResidenceU","Multi-sources","Correcte","Au moins 1 etudes sup",4,11.3,52,27.4
22,"Femme","Scientifique","Collocation","Famille","Correcte","Autre",4,9.5,52,24.1
22,"Femme","Litteraire","Familial","Famille","Correcte","Autre",5,8.4,52,25
22,"Femme","Litteraire","Familial","Famille","Correcte","Autre",6,6.2,52,28.9
22,"Homme","Litteraire","ResidenceU","Multi-sources","Correcte","Autre",2,15.1,52,32.2
22,"Femme","Scientifique","SeulAppartement","Multi-sources","Correcte","Autre",5,9,52,31.2
22,"Femme","Litteraire","ResidenceU","Remuneration","Correcte","Autre",3,12.7,52,29.7
.,"Femme","Scientifique",.,"Remuneration",.,.,.,11.7,52,.
22,"Femme","Scientifique","SeulAppartement","Famille","Difficile","Au moins 1 etudes sup",4,9.9,52,20
22,"Femme","Scientifique","Autre","Remuneration","Difficile","Autre",4,9.4,52,25.7
22,"Femme","SciencePo","ResidenceU","Remuneration","Difficile","Autre",3,11.7,52,27.6
22,"Femme","Scientifique","ResidenceU","Multi-sources","Confortable","Au moins 1 etudes sup",4,10.7,53,26.1
22,"Femme","Litteraire","Familial","Famille","Confortable","Autre",5,8.3,53,28.5
22,"Femme","Litteraire","SeulAppartement","Remuneration","Correcte","Au moins 1 etudes sup",5,8.8,53,26.1
22,"Femme","Scientifique","Autre","Remuneration","Correcte","Autre",5,8.6,53,28.6
22,"Homme","Scientifique","Familial","Multi-sources","Confortable","Au moins 1 etudes sup",4,10.1,54,25.7
22,"Femme","Scientifique","Collocation","Remuneration","Confortable","Autre",3,12.7,54,25.5
22,"Femme","Litteraire","Collocation","Famille","Correcte","Au moins 1 etudes sup",4,11.1,54,24.9
22,"Femme","Scientifique","ResidenceU","Remuneration","Correcte","Au moins 1 etudes sup",4,9.8,54,24.7
22,"Femme","Scientifique","Familial","Famille","Correcte","Autre",6,6.8,54,29.5
22,"Femme","Scientifique","Familial","Multi-sources","Correcte","Autre",5,8.7,54,28.7
22,"Femme","Litteraire","Collocation","Remuneration","Correcte","Autre",3,11.4,54,25.6
22,"Femme","Litteraire","SeulAppartement","Remuneration","Correcte","Autre",4,11.3,54,31.6
22,"Homme","Scientifique","SeulAppartement","Famille","Confortable","Au moins 1 etudes sup",4,10.6,55,30
22,"Femme","Scientifique","SeulAppartement","Famille","Correcte","Au moins 1 etudes sup",4,9.3,55,24
22,"Femme","Litteraire","Collocation","Multi-sources","Correcte","Autre",4,9.7,55,27.8
22,"Femme","SciencePo","SeulAppartement","Multi-sources","Correcte","Autre",4,9.7,55,28.2
22,"Homme","Scientifique","SeulAppartement","Remuneration","Correcte","Autre",2,14.2,55,31.6
.,"Femme","Litteraire",.,"Remuneration",.,.,.,11.6,55,.
22,"Homme","Litteraire","Familial","Famille","Correcte","Au moins 1 etudes sup",4,9.5,56,26.4
22,"Femme","Scientifique","ResidenceU","Multi-sources","Correcte","Au moins 1 etudes sup",3,11.6,56,29.6
22,"Femme","Scientifique","SeulAppartement","Multi-sources","Correcte","Au moins 1 etudes sup",5,7.7,56,29.9
22,"Femme","Scientifique","Familial","Multi-sources","Correcte","Autre",5,8.2,56,24.1
22,"Homme","Litteraire","ResidenceU","Remuneration","Difficile","Autre",2,14.5,56,27.7
22,"Femme","SciencePo","SeulAppartement","Remuneration","Difficile","Autre",4,11.2,56,28.1
.,"Femme","Litteraire",.,"Famille",.,.,.,8.4,57,.
22,"Femme","Scientifique","SeulAppartement","Multi-sources","Correcte","Au moins 1 etudes sup",5,9.1,57,22.8
.,"Homme","Scientifique",.,"Famille",.,.,.,12.3,57,.
22,"Femme","Scientifique","Familial","Famille","Correcte","Autre",6,7.3,57,27.5
22,"Femme","Scientifique","Collocation","Remuneration","Correcte","Autre",5,8.1,57,23.3
22,"Homme","SciencePo","SeulAppartement","Remuneration","Correcte","Autre",3,11.9,57,24.2
22,"Femme","Autre","Collocation","Remuneration","Difficile","Au moins 1 etudes sup",5,9.2,57,30.3
22,"Femme","Scientifique","Collocation","Remuneration","Difficile","Autre",4,10.6,57,22.2
22,"Femme","Scientifique","SeulAppartement","Remuneration","Correcte","Au moins 1 etudes sup",4,9.8,58,25
22,"Femme","Autre","Collocation","Famille","Correcte","Autre",4,10.8,58,24.3
.,"Homme","Scientifique",.,"Multi-sources",.,.,.,11.5,58,.
.,"Femme","Scientifique",.,"Multi-sources",.,.,.,6.9,58,.
22,"Homme","Autre","ResidenceU","Multi-sources","Correcte","Autre",3,12.1,58,26.8
22,"Femme","SciencePo","ResidenceU","Remuneration","Correcte","Autre",3,13,58,24.1
.,"Homme","Litteraire",.,"Multi-sources",.,.,.,13.6,58,.
22,"Femme","Scientifique","SeulAppartement","Remuneration","Difficile","Autre",4,10.9,58,29.6
.,"Femme","Scientifique",.,"Famille",.,.,.,9.8,59,.
22,"Femme","Litteraire","Collocation","Famille","Correcte","Autre",4,10,59,29.4
.,"Femme","Scientifique",.,"Remuneration",.,.,.,10.1,59,.
22,"Femme","Scientifique","Collocation","Remuneration","Correcte","Autre",4,9.5,59,29.6
22,"Femme","Litteraire","Familial","Multi-sources","Difficile","Autre",4,9.7,59,29
22,"Femme","Litteraire","Collocation","Remuneration","Difficile","Autre",2,13.8,59,25.3
22,"Femme","Litteraire","ResidenceU","Remuneration","Difficile","Autre",3,13.2,59,28.9
22,"Femme","Scientifique","Collocation","Famille","Confortable","Autre",3,11.5,60,28.7
.,"Homme","Litteraire",.,"Famille",.,.,.,11,60,.
22,"Femme","SciencePo","Familial","Multi-sources","Correcte","Autre",5,7.8,60,25.6
22,"Femme","Scientifique","ResidenceU","Multi-sources","Correcte","Autre",4,11.3,60,26.4
.,"Femme","Autre",.,"Multi-sources",.,.,.,9.2,60,.
.,"Femme","Litteraire",.,"Remuneration",.,.,.,10.3,60,.
22,"Femme","Scientifique","Collocation","Remuneration","Correcte","Autre",4,9.7,60,28.8
22,"Femme","Autre","Collocation","Remuneration","Correcte","Autre",4,10.2,60,33.1
22,"Femme","Scientifique","Collocation","Multi-sources","Difficile","Autre",4,11,60,23.1
22,"Femme","Litteraire","SeulAppartement","Remuneration","Difficile","Autre",4,11.2,60,23.7
22,"Homme","SciencePo","SeulAppartement","Famille","Correcte","Au moins 1 etudes sup",4,9.9,61,26.7
22,"Femme","SciencePo","Collocation","Remuneration","Correcte","Au moins 1 etudes sup",4,10.9,61,27.1
.,"Femme","Scientifique",.,"Remuneration",.,.,.,10.6,61,.
22,"Femme","Scientifique","Familial","Multi-sources","Correcte","Autre",6,6.1,61,27
22,"Femme","Litteraire","Autre","Remuneration","Correcte","Autre",4,10,61,30.6
22,"Femme","Litteraire","Autre","Remuneration","Correcte","Autre",4,9.7,61,31.6
22,"Femme","Autre","ResidenceU","Remuneration","Correcte","Autre",3,12.5,61,29.5
22,"Femme","Scientifique","SeulAppartement","Remuneration","Difficile","Autre",4,10.8,61,21.5
22,"Femme","Litteraire","Collocation","Famille","Correcte","Au moins 1 etudes sup",4,9.9,62,28.9
22,"Homme","Litteraire","Familial","Famille","Correcte","Au moins 1 etudes sup",5,9.2,62,25.7
22,"Femme","Litteraire","Collocation","Multi-sources","Correcte","Autre",3,11.5,62,26
.,"Femme","Scientifique",.,"Multi-sources",.,.,.,8.2,62,.
22,"Femme","Scientifique","Familial","Multi-sources","Correcte","Autre",6,6.5,62,24.2
.,"Femme","Scientifique",.,"Multi-sources",.,.,.,8.3,62,.
22,"Femme","Scientifique","Collocation","Remuneration","Correcte","Autre",5,8.5,62,30.2
.,"Homme","Scientifique",.,"Remuneration",.,.,.,16.3,62,.
22,"Femme","Scientifique","ResidenceU","Remuneration","Correcte","Autre",4,11.2,62,30.4
22,"Homme","SciencePo","Familial","Famille","Correcte","Autre",5,8.2,63,27.8
22,"Femme","Scientifique","Collocation","Multi-sources","Correcte","Autre",4,11,63,24.7
22,"Homme","Litteraire","Familial","Multi-sources","Correcte","Autre",3,11.6,63,28.3
22,"Femme","Litteraire","Familial","Multi-sources","Correcte","Autre",5,7.6,63,31
22,"Homme","Scientifique","Collocation","Remuneration","Difficile","Autre",2,13.6,63,25.9
22,"Homme","Litteraire","Familial","Famille","Confortable","Au moins 1 etudes sup",5,8,64,28.2
.,"Homme","Scientifique",.,"Famille",.,.,.,12.3,64,.
22,"Femme","Scientifique","ResidenceU","Remuneration","Correcte","Au moins 1 etudes sup",4,11.1,64,28.7
22,"Femme","Litteraire","SeulAppartement","Multi-sources","Difficile","Autre",4,11.1,64,22.8
22,"Homme","Scientifique","Collocation","Remuneration","Difficile","Autre",2,14.7,64,34.6
22,"Homme","SciencePo","Collocation","Multi-sources","Correcte","Autre",3,11.4,65,28.6
22,"Homme","Litteraire","Familial","Multi-sources","Correcte","Autre",5,8.4,65,22.4
22,"Femme","Scientifique","Autre","Remuneration","Correcte","Autre",5,8.1,65,24.7
22,"Femme","SciencePo","SeulAppartement","Remuneration","Correcte","Autre",4,10.6,65,24.9
22,"Homme","Litteraire","SeulAppartement","Remuneration","Correcte","Autre",3,12.9,65,27.8
22,"Femme","Litteraire","Collocation","Remuneration","Difficile","Autre",2,13.5,65,26.6
22,"Femme","Litteraire","ResidenceU","Remuneration","Difficile","Autre",3,11.8,65,17.4
22,"Femme","Scientifique","Familial","Multi-sources","Confortable","Au moins 1 etudes sup",6,6.5,66,26.9
.,"Femme","Scientifique",.,"Famille",.,.,.,10.7,66,.
22,"Homme","Autre","Autre","Remuneration","Correcte","Autre",3,12.1,66,20.9
22,"Homme","Litteraire","Autre","Remuneration","Correcte","Autre",2,13.7,66,31
22,"Femme","Scientifique","ResidenceU","Remuneration","Correcte","Autre",4,11.1,66,20.8
22,"Femme","Scientifique","ResidenceU","Remuneration","Correcte","Autre",4,11.1,66,27.9
22,"Femme","Scientifique","SeulAppartement","Remuneration","Correcte","Autre",4,11.1,66,25.8
.,"Femme","Scientifique",.,"Remuneration",.,.,.,11.4,66,.
22,"Femme","Scientifique","ResidenceU","Remuneration","Difficile","Autre",3,12.9,66,31.2
22,"Femme","Scientifique","Familial","Famille","Confortable","Autre",5,7.8,67,30.5
.,"Femme","Scientifique",.,"Famille",.,.,.,8.2,67,.
22,"Femme","Scientifique","Collocation","Multi-sources","Correcte","Autre",4,9.4,67,22.6
22,"Homme","Scientifique","Collocation","Multi-sources","Correcte","Autre",3,13,67,23.5
22,"Femme","Autre","SeulAppartement","Multi-sources","Correcte","Autre",5,9.2,67,26
.,"Femme","Litteraire",.,"Remuneration",.,.,.,12.2,67,.
22,"Homme","Litteraire","Collocation","Famille","Confortable","Au moins 1 etudes sup",4,10.9,68,29.8
22,"Homme","Scientifique","SeulAppartement","Famille","Confortable","Au moins 1 etudes sup",3,11.5,68,32.1
22,"Homme","Litteraire","SeulAppartement","Famille","Correcte","Au moins 1 etudes sup",2,14.6,68,29.9
22,"Homme","Scientifique","Familial","Famille","Correcte","Autre",5,8.4,68,27.3
.,"Femme","Litteraire",.,"Remuneration",.,.,.,9.9,68,.
.,"Homme","Litteraire",.,"Remuneration",.,.,.,12.2,68,.
.,"Homme","SciencePo",.,"Multi-sources",.,.,.,14.4,68,.
22,"Homme","Scientifique","ResidenceU","Remuneration","Difficile","Autre",1,15.9,68,27.6
22,"Femme","Scientifique","Familial","Famille","Confortable","Autre",7,5,69,25
22,"Femme","Scientifique","SeulAppartement","Famille","Correcte","Au moins 1 etudes sup",5,7.8,69,30.9
22,"Femme","Autre","Familial","Multi-sources","Correcte","Au moins 1 etudes sup",6,6.2,69,26.9
.,"Femme","Litteraire",.,"Multi-sources",.,.,.,11.9,69,.
22,"Femme","Scientifique","ResidenceU","Multi-sources","Correcte","Au moins 1 etudes sup",4,10.5,69,27.4
.,"Femme","Autre",.,"Famille",.,.,.,10.8,69,.
22,"Homme","Scientifique","SeulAppartement","Famille","Correcte","Autre",3,11.9,69,25.8
.,"Femme","Scientifique",.,"Multi-sources",.,.,.,7.9,69,.
22,"Homme","Scientifique","Collocation","Remuneration","Correcte","Autre",3,12.6,69,27
.,"Homme","SciencePo",.,"Remuneration",.,.,.,12.2,70,.
22,"Femme","Litteraire","Familial","Famille","Correcte","Au moins 1 etudes sup",6,7.1,70,19.7
22,"Femme","Litteraire","Collocation","Multi-sources","Correcte","Au moins 1 etudes sup",4,10.5,70,29.1
22,"Femme","Scientifique","Familial","Multi-sources","Correcte","Au moins 1 etudes sup",6,7,70,22.4
22,"Femme","Scientifique","Familial","Multi-sources","Correcte","Au moins 1 etudes sup",5,7.5,70,23.1
.,"Femme","Litteraire",.,"Multi-sources",.,.,.,9.5,70,.
22,"Femme","Litteraire","Collocation","Famille","Correcte","Autre",3,11.5,70,26.7
22,"Femme","Scientifique","Familial","Multi-sources","Correcte","Autre",5,7.7,70,29.2
22,"Femme","Autre","SeulAppartement","Remuneration","Correcte","Autre",4,9.9,70,29.2
22,"Femme","Scientifique","Familial","Famille","Difficile","Autre",5,7.6,70,28.3
22,"Femme","Litteraire","ResidenceU","Remuneration","Difficile","Autre",1,15.8,70,32.1
.,"Homme","Litteraire",.,"Remuneration",.,.,.,12.2,70,.
22,"Homme","Litteraire","SeulAppartement","Remuneration","Difficile","Autre",2,14.2,70,32.4
22,"Homme","Litteraire","SeulAppartement","Multi-sources","Correcte","Au moins 1 etudes sup",4,11.2,71,32.2
.,"Femme","Scientifique",.,"Remuneration",.,.,.,10.4,71,.
22,"Homme","Litteraire","SeulAppartement","Remuneration","Difficile","Autre",2,13.8,71,22.6
22,"Femme","Scientifique","SeulAppartement","Remuneration","Correcte","Au moins 1 etudes sup",5,8.4,72,30.1
22,"Femme","Scientifique","Autre","Famille","Correcte","Autre",4,9.3,72,30.3
.,"Homme","Autre",.,"Famille",.,.,.,8.6,72,.
.,"Femme","Scientifique",.,"Famille",.,.,.,9.8,72,.
22,"Femme","Scientifique","Collocation","Multi-sources","Correcte","Autre",4,10.1,72,24.5
22,"Femme","Scientifique","SeulAppartement","Multi-sources","Correcte","Autre",3,11.4,72,27.2
22,"Femme","Scientifique","ResidenceU","Multi-sources","Difficile","Autre",2,13.5,72,26.2
22,"Femme","Litteraire","ResidenceU","Remuneration","Correcte","Au moins 1 etudes sup",3,13,73,29.5
22,"Homme","Scientifique","Autre","Famille","Correcte","Autre",3,11.7,73,26.3
22,"Femme","Litteraire","Collocation","Famille","Confortable","Au moins 1 etudes sup",4,10.5,74,29.7
22,"Femme","Litteraire","SeulAppartement","Famille","Confortable","Au moins 1 etudes sup",5,7.7,74,24.4
22,"Femme","Litteraire","Familial","Multi-sources","Confortable","Au moins 1 etudes sup",6,6.3,74,36.7
22,"Femme","Scientifique","Familial","Multi-sources","Correcte","Au moins 1 etudes sup",7,5,74,28.8
22,"Femme","Scientifique","Autre","Remuneration","Correcte","Au moins 1 etudes sup",5,8.9,74,25.4
22,"Femme","Scientifique","SeulAppartement","Remuneration","Difficile","Autre",5,9.1,74,30.1
